id_venta,fecha_venta,id_empleado,antiguedad_vendedor,id_cliente,nombre_cliente,email_cliente,genero_cliente,edad_cliente,ciudad_cliente,region_cliente,canal_venta,producto,categoria_producto,precio_unitario,cantidad,descuento_pct
997,2023-10-20,74,0,480,Luis Díaz,user@gmail.com,Mujer,60,,,Tienda,Lavadora,,-1000,3,0
998,2023-05-19,85,-1,443,Juan Pérez,correo@,,35,Santiago,Antofagasta,CallCenter,Perfume,Belleza,-1000,1,
999,2023-12-22,5,0,330,Juan Pérez,sin_email,,-5,Santiago,,CallCenter,Perfume,Tecnología,750000,2,-0.2
1000,2023-11-29,2,2,251,Carlos Soto,user@gmail.com,Otro,35,Antofagasta,Biobío,CallCenter,Maquillaje,Belleza,15000,100,0
1001,2023-09-16,22,0,295,Juan Pérez,sin_email,X,35,Temuco,,Web,Perfume,,750000,-1,1.5
1002,2023-06-10,57,2,378,Ana Rojas,user@gmail.com,,60,Santiago,Metropolitana,Web,Lavadora,Belleza,700000,2,-0.2
1003,2023-06-27,66,10,271,Luis Díaz,user@gmail.com,,45,Temuco,Metropolitana,,Maquillaje,Tecnología,35000,0,0.1
1004,2023-01-10,74,2,455,Ana Rojas,user@gmail.com,Otro,45,,,Tienda,Maquillaje,Tecnología,15000,100,0.05
1005,2023-09-18,98,50,413,Juan Pérez,sin_email,,18,Temuco,Biobío,App,Perfume,,99999999,0,0.1
1006,2023-05-18,16,10,123,Carlos Soto,user@gmail.com,Mujer,60,Talca,Antofagasta,CallCenter,Perfume,Belleza,700000,1,0.05
1007,2023-06-21,51,10,367,Ana Rojas,correo@,Otro,18,Valparaíso,,Tienda,Lavadora,Electrohogar,15000,0,
1008,2023-01-13,39,2,387,Juan Pérez,user@gmail.com,,60,Santiago,Antofagasta,CallCenter,Perfume,Electrohogar,99999999,100,0.5
1009,2023-06-17,86,1,339,Luis Díaz,user@gmail.com,Otro,18,,,,,Belleza,-1000,100,0
1010,2023-05-10,76,5,266,Carlos Soto,user@gmail.com,Mujer,25,Santiago,,CallCenter,Maquillaje,Electrohogar,750000,2,0
1011,2023-03-25,88,0,348,Carlos Soto,user@gmail.com,,150,Temuco,Metropolitana,App,Notebook,Electrohogar,-1000,3,0.5
1012,2023-11-17,40,-1,29,Carlos Soto,correo@,Hombre,35,Temuco,Biobío,Tienda,Notebook,Electrohogar,35000,2,-0.2
1013,2023-11-15,38,5,463,Juan Pérez,sin_email,,35,Valparaíso,,Web,Lavadora,Tecnología,-1000,1,0.5
1014,2023-04-11,60,0,35,Luis Díaz,user@gmail.com,,,Santiago,,Web,Notebook,,15000,0,
1015,2023-11-25,59,0,6,María González,user@gmail.com,Mujer,-5,Antofagasta,Biobío,Web,Maquillaje,Electrohogar,99999999,3,1.5
1016,2023-09-30,10,10,396,Carlos Soto,correo@,X,150,Antofagasta,,App,Maquillaje,,-1000,-1,0.5
1017,2023-09-22,99,0,111,Luis Díaz,correo@,Mujer,45,Talca,Antofagasta,Web,,,15000,100,0.05
1018,2023-02-07,64,-1,294,Carlos Soto,user@gmail.com,Hombre,-5,,Antofagasta,Web,Notebook,Electrohogar,35000,3,1.5
1019,2023-04-04,63,0,77,Ana Rojas,user@gmail.com,Hombre,25,Valparaíso,Araucanía,CallCenter,Lavadora,Tecnología,99999999,3,0.5
1020,2023-04-05,49,2,349,Luis Díaz,cliente@mail.cl,Mujer,,Temuco,Antofagasta,CallCenter,Maquillaje,Belleza,-1000,2,0
1021,2023-11-01,64,5,147,Ana Rojas,sin_email,Mujer,-5,Santiago,Araucanía,Web,Lavadora,Electrohogar,750000,-1,0.1
1022,2023-03-10,32,2,67,Carlos Soto,correo@,Mujer,,Temuco,,Web,Maquillaje,Electrohogar,750000,100,0.05
1023,2023-11-14,7,-1,392,,user@gmail.com,Mujer,35,Santiago,Metropolitana,App,Perfume,Tecnología,99999999,1,
1024,2023-08-24,21,0,8,,user@gmail.com,Hombre,45,Antofagasta,Metropolitana,CallCenter,Lavadora,Electrohogar,750000,1,0.05
1025,2023-11-30,20,50,122,María González,,,25,,Metropolitana,CallCenter,Lavadora,Tecnología,-1000,3,-0.2
1026,2023-05-17,26,-1,340,Ana Rojas,cliente@mail.cl,Hombre,35,Valparaíso,Antofagasta,Web,Lavadora,Belleza,-1000,3,0.1
1027,2023-03-17,68,10,175,Luis Díaz,correo@,Hombre,150,Talca,,CallCenter,Perfume,,99999999,0,0.05
1028,2023-02-04,86,2,388,Carlos Soto,correo@,,18,Antofagasta,,CallCenter,,,-1000,-1,0.5
1029,2023-01-01,15,2,179,María González,sin_email,,60,,,Web,Lavadora,Electrohogar,15000,100,0.05
1030,2023-10-23,85,1,85,,user@gmail.com,,25,Talca,Araucanía,Web,Lavadora,,35000,3,0.05
1031,2023-11-16,79,0,451,Luis Díaz,correo@,Mujer,45,Temuco,Araucanía,Tienda,,Tecnología,750000,0,0.05
1032,2023-03-01,86,10,45,Juan Pérez,sin_email,,,Temuco,,Tienda,Maquillaje,,15000,-1,-0.2
1033,2023-11-16,92,50,136,Juan Pérez,sin_email,X,-5,Santiago,Metropolitana,Tienda,,Electrohogar,99999999,100,0.05
1034,2023-12-15,14,2,343,Ana Rojas,cliente@mail.cl,,150,Antofagasta,Metropolitana,App,Notebook,Tecnología,750000,1,0.05
1035,2023-11-24,27,2,16,Ana Rojas,user@gmail.com,Otro,-5,Talca,Araucanía,Tienda,Lavadora,Belleza,15000,0,-0.2
1036,2023-09-24,40,10,333,María González,correo@,,25,Valparaíso,Biobío,,Perfume,,-1000,-1,1.5
1037,2023-12-27,58,-1,195,Carlos Soto,user@gmail.com,Otro,150,Antofagasta,,,Perfume,Belleza,99999999,0,0.1
1038,2023-08-17,28,-1,496,Carlos Soto,user@gmail.com,,45,,Metropolitana,,,,99999999,3,
1039,2023-09-27,26,0,9,Carlos Soto,correo@,Otro,25,Temuco,Metropolitana,Tienda,Maquillaje,,750000,2,1.5
1040,2023-11-12,63,1,316,,cliente@mail.cl,Mujer,45,Temuco,Araucanía,App,Lavadora,,-1000,1,0
1041,2023-10-13,66,2,334,Carlos Soto,user@gmail.com,Mujer,-5,Santiago,,CallCenter,Maquillaje,Electrohogar,750000,3,-0.2
1042,2023-10-18,25,1,333,Luis Díaz,sin_email,Hombre,35,Talca,,,Notebook,Electrohogar,700000,3,-0.2
1043,2023-08-01,3,-1,327,Ana Rojas,user@gmail.com,,150,Valparaíso,,Tienda,Perfume,Belleza,15000,-1,0.05
1044,2023-06-14,72,-1,15,Juan Pérez,sin_email,Otro,18,,Araucanía,Web,,Belleza,700000,0,0.05
1045,2023-01-05,44,5,327,Luis Díaz,,X,35,Santiago,Metropolitana,App,Perfume,Tecnología,15000,1,
1046,2023-12-05,97,50,102,Carlos Soto,correo@,Hombre,18,Valparaíso,,App,Perfume,,35000,3,0
1047,2023-03-19,42,0,226,Juan Pérez,user@gmail.com,Mujer,-5,,Metropolitana,App,Lavadora,Electrohogar,99999999,-1,0.05
1048,2023-03-03,99,5,425,María González,sin_email,Mujer,,Talca,Biobío,Web,Perfume,,750000,1,0.5
1049,2023-05-12,6,50,278,Luis Díaz,correo@,Hombre,150,,Antofagasta,CallCenter,Perfume,Electrohogar,35000,0,0.05
1050,2023-03-30,39,5,408,,cliente@mail.cl,X,35,,Antofagasta,CallCenter,Lavadora,Belleza,35000,3,0.05
1051,2023-08-25,52,5,113,Ana Rojas,user@gmail.com,,35,Santiago,Metropolitana,App,Maquillaje,,99999999,100,0.5
1052,2023-02-11,23,0,485,María González,user@gmail.com,Hombre,25,Valparaíso,Metropolitana,App,Perfume,Electrohogar,99999999,3,0
1053,2023-03-30,89,0,428,María González,user@gmail.com,X,60,Talca,Metropolitana,Tienda,Perfume,Electrohogar,15000,3,0.5
1054,2023-10-23,50,10,1,María González,user@gmail.com,,-5,Talca,,,Maquillaje,Electrohogar,700000,1,-0.2
1055,2023-11-24,43,1,266,Carlos Soto,cliente@mail.cl,Hombre,45,Santiago,,Web,Maquillaje,,-1000,1,0.5
1056,2023-10-22,19,1,491,,correo@,Hombre,-5,Temuco,Araucanía,Tienda,Perfume,,15000,1,0.1
1057,2023-04-14,69,10,208,Carlos Soto,user@gmail.com,Otro,45,Valparaíso,Antofagasta,CallCenter,Notebook,Tecnología,-1000,1,-0.2
1058,2023-01-14,51,10,110,Luis Díaz,sin_email,X,150,Talca,Araucanía,App,Notebook,Tecnología,35000,-1,0.05
1059,2023-10-15,11,-1,200,Ana Rojas,cliente@mail.cl,,45,Santiago,Araucanía,App,Notebook,Electrohogar,-1000,2,
1060,2023-06-28,12,50,440,Ana Rojas,,Otro,,Santiago,,App,,Tecnología,700000,-1,-0.2
1061,2023-05-05,74,5,369,María González,sin_email,X,18,Talca,Araucanía,Web,Perfume,,15000,3,0
1062,2023-12-19,8,10,473,,sin_email,X,45,Antofagasta,Araucanía,App,Maquillaje,,99999999,-1,0
1063,2023-01-23,24,2,306,,cliente@mail.cl,,45,Talca,Biobío,CallCenter,,Tecnología,700000,0,0.5
1064,2023-03-04,92,1,12,Ana Rojas,sin_email,Mujer,25,Valparaíso,,CallCenter,Maquillaje,Belleza,700000,100,-0.2
1065,2023-05-23,41,10,345,Carlos Soto,cliente@mail.cl,,35,Valparaíso,Araucanía,,Perfume,Electrohogar,15000,1,0.05
1066,2023-06-02,36,2,465,Juan Pérez,cliente@mail.cl,,-5,Temuco,,App,Notebook,Belleza,99999999,0,0
1067,2023-05-25,85,2,188,Luis Díaz,correo@,,-5,Talca,Biobío,Web,Notebook,Tecnología,700000,100,1.5
1068,2023-08-13,72,2,154,Luis Díaz,sin_email,Mujer,150,Talca,,,Maquillaje,Electrohogar,99999999,0,0.05
1069,2023-11-05,55,-1,494,Luis Díaz,user@gmail.com,,150,Temuco,Metropolitana,Web,Maquillaje,Tecnología,750000,3,1.5
1070,2023-04-14,9,-1,368,Carlos Soto,cliente@mail.cl,,,,Araucanía,CallCenter,Maquillaje,,750000,1,0.1
1071,2023-04-14,47,2,334,Ana Rojas,cliente@mail.cl,,45,Temuco,,,,,750000,0,1.5
1072,2023-02-08,15,50,425,Juan Pérez,user@gmail.com,,60,Temuco,Biobío,CallCenter,Perfume,,-1000,3,0
1073,2023-07-17,48,-1,420,,,X,-5,Valparaíso,,Web,Maquillaje,,700000,1,0.5
1074,2023-05-14,82,5,377,Juan Pérez,cliente@mail.cl,Hombre,150,Talca,Antofagasta,,Maquillaje,Electrohogar,15000,2,0.1
1075,2023-03-08,42,2,279,Carlos Soto,sin_email,Otro,45,Talca,Antofagasta,CallCenter,Lavadora,,15000,3,-0.2
1076,2023-06-28,60,5,171,Luis Díaz,cliente@mail.cl,X,150,Antofagasta,Metropolitana,Tienda,Notebook,Tecnología,-1000,-1,0.05
1077,2023-02-11,84,5,134,,,Mujer,,Antofagasta,Biobío,Web,Perfume,Electrohogar,15000,1,0
1078,2023-01-15,70,2,495,,sin_email,X,18,Antofagasta,,App,,Tecnología,750000,0,0.1
1079,2023-04-21,12,1,453,Luis Díaz,sin_email,Otro,18,Temuco,Metropolitana,App,Perfume,Belleza,700000,100,0.1
1080,2023-06-06,2,50,427,Ana Rojas,correo@,Hombre,150,Antofagasta,Biobío,Web,Notebook,,15000,0,0
1081,2023-10-16,7,2,25,Carlos Soto,user@gmail.com,,18,,,App,Notebook,,15000,-1,-0.2
1082,2023-08-19,80,2,18,Luis Díaz,correo@,Hombre,150,Antofagasta,Biobío,App,Perfume,Tecnología,35000,-1,-0.2
1083,2023-06-06,3,-1,190,Ana Rojas,sin_email,,45,Santiago,,,Perfume,Tecnología,35000,0,0.5
1084,2023-02-07,3,2,141,,sin_email,Hombre,25,Antofagasta,Araucanía,App,Perfume,Electrohogar,35000,100,
1085,2023-04-07,27,1,43,Carlos Soto,user@gmail.com,,60,Valparaíso,Araucanía,App,Perfume,Tecnología,700000,1,1.5
1086,2023-10-16,40,-1,334,,cliente@mail.cl,Mujer,45,Valparaíso,Biobío,Web,Notebook,,750000,3,-0.2
1087,2023-09-11,33,0,284,Ana Rojas,,,25,Temuco,Metropolitana,App,,Tecnología,99999999,-1,0.5
1088,2023-07-15,92,0,146,María González,user@gmail.com,,25,Santiago,,CallCenter,Lavadora,,750000,-1,1.5
1089,2023-03-27,1,5,315,María González,correo@,Hombre,-5,Talca,Metropolitana,Web,Notebook,,750000,-1,0.1
1090,2023-11-18,8,50,444,Ana Rojas,correo@,,45,Valparaíso,Antofagasta,App,Maquillaje,Tecnología,700000,100,0
1091,2023-01-10,32,5,319,,user@gmail.com,Hombre,45,Santiago,,Tienda,Perfume,Belleza,700000,2,-0.2
1092,2023-01-05,48,1,441,Juan Pérez,correo@,,150,Santiago,Antofagasta,CallCenter,Notebook,Electrohogar,35000,100,0.5
1093,2023-05-03,4,10,92,María González,cliente@mail.cl,,25,Valparaíso,Araucanía,App,Notebook,Belleza,15000,1,0.1
1094,2023-11-26,94,50,179,Carlos Soto,sin_email,X,25,Valparaíso,Metropolitana,CallCenter,Lavadora,Belleza,-1000,1,-0.2
1095,2023-12-19,70,0,56,,user@gmail.com,X,25,Santiago,Antofagasta,App,Lavadora,Belleza,-1000,1,0.05
1096,2023-04-28,19,5,155,Carlos Soto,correo@,Hombre,150,,Metropolitana,,Lavadora,Electrohogar,99999999,1,
1097,2023-10-21,32,0,160,Luis Díaz,correo@,Otro,-5,Valparaíso,,,Lavadora,Electrohogar,15000,1,0.1
1098,2023-06-08,9,1,111,María González,sin_email,Mujer,45,Talca,Metropolitana,CallCenter,Perfume,Electrohogar,99999999,0,-0.2
1099,2023-10-30,12,1,137,María González,correo@,Hombre,25,Antofagasta,Metropolitana,CallCenter,,Belleza,35000,-1,0.1
1100,2023-08-16,11,10,232,Juan Pérez,cliente@mail.cl,,18,Temuco,Biobío,Tienda,Perfume,,99999999,100,0
1101,2023-12-31,46,10,480,Carlos Soto,user@gmail.com,Mujer,45,Temuco,,CallCenter,,Belleza,15000,0,0
1102,2023-08-04,16,-1,468,María González,correo@,X,150,Talca,Antofagasta,Web,Maquillaje,Belleza,15000,100,
1103,2023-07-03,1,50,220,Ana Rojas,cliente@mail.cl,Otro,-5,Valparaíso,,,Notebook,Electrohogar,-1000,2,0
1104,2023-01-15,63,1,481,Luis Díaz,cliente@mail.cl,,18,Antofagasta,,,Lavadora,Belleza,35000,3,1.5
1105,2023-06-06,21,5,68,Carlos Soto,sin_email,Mujer,150,Santiago,,App,Lavadora,Belleza,700000,-1,0.05
1106,2023-05-16,30,0,302,Ana Rojas,correo@,Mujer,35,Valparaíso,Metropolitana,App,Perfume,Tecnología,99999999,2,0
1107,2023-09-18,13,2,249,Carlos Soto,,X,45,Temuco,Biobío,CallCenter,Lavadora,Electrohogar,-1000,0,0.05
1108,2023-06-06,34,10,482,Juan Pérez,user@gmail.com,X,35,Santiago,,Tienda,Notebook,Tecnología,99999999,3,0
1109,2023-02-16,4,2,496,Ana Rojas,sin_email,Mujer,150,Santiago,,Tienda,Perfume,Electrohogar,99999999,2,1.5
1110,2023-11-20,28,5,323,María González,cliente@mail.cl,Otro,150,Temuco,Araucanía,Tienda,Perfume,Electrohogar,700000,100,0.1
1111,2023-11-28,95,10,410,Carlos Soto,sin_email,Mujer,150,,Araucanía,Web,Perfume,Electrohogar,35000,3,-0.2
1112,2023-06-22,59,2,392,Carlos Soto,user@gmail.com,X,25,,Metropolitana,App,Perfume,Electrohogar,15000,100,-0.2
1113,2023-05-10,27,50,6,Ana Rojas,correo@,,-5,Talca,Araucanía,Tienda,Perfume,Electrohogar,750000,2,0
1114,2023-04-05,69,5,464,Juan Pérez,,X,25,Temuco,Araucanía,App,Perfume,Belleza,99999999,0,-0.2
1115,2023-04-25,25,0,280,Juan Pérez,sin_email,,-5,Talca,,CallCenter,Lavadora,Tecnología,750000,100,0
1116,2023-08-31,3,50,432,Ana Rojas,,,60,Talca,Biobío,CallCenter,Notebook,,35000,3,0
1117,2023-10-19,97,5,487,María González,,,25,Talca,,Web,Perfume,Electrohogar,750000,2,
1118,2023-10-09,68,-1,94,Juan Pérez,,,35,Talca,,Web,Lavadora,Electrohogar,99999999,100,0.5
1119,2023-10-26,25,10,429,Luis Díaz,cliente@mail.cl,,-5,Antofagasta,Metropolitana,Web,Lavadora,,700000,0,0.5
1120,2023-10-10,20,1,269,Carlos Soto,sin_email,,25,Temuco,,App,Perfume,Electrohogar,750000,-1,
1121,2023-03-10,34,0,197,Ana Rojas,user@gmail.com,Mujer,45,Temuco,,App,Maquillaje,Tecnología,35000,0,0.5
1122,2023-05-28,26,50,25,María González,cliente@mail.cl,X,150,Santiago,,Tienda,Lavadora,,35000,0,0.05
1123,2023-01-11,5,50,148,Carlos Soto,sin_email,Otro,-5,Valparaíso,Biobío,Tienda,Notebook,Electrohogar,700000,-1,0.5
1124,2023-09-11,99,2,118,Ana Rojas,,Otro,-5,Talca,,CallCenter,Maquillaje,,750000,0,0
1125,2023-11-26,61,10,338,Luis Díaz,correo@,,25,Valparaíso,,App,Perfume,Tecnología,750000,-1,1.5
1126,2023-12-26,92,1,367,Carlos Soto,sin_email,Hombre,60,Antofagasta,Antofagasta,App,Lavadora,Electrohogar,15000,-1,1.5
1127,2023-02-07,93,5,338,Carlos Soto,correo@,,25,,Antofagasta,Web,Maquillaje,Belleza,-1000,100,0.1
1128,2023-05-14,9,1,66,María González,correo@,Hombre,,Temuco,Antofagasta,Web,Lavadora,Belleza,35000,100,0.5
1129,2023-07-19,50,10,458,,cliente@mail.cl,X,35,,Metropolitana,CallCenter,Perfume,Tecnología,15000,-1,1.5
1130,2023-01-23,6,10,301,Luis Díaz,sin_email,X,35,Valparaíso,Antofagasta,Tienda,Perfume,,35000,2,0.5
1131,2023-10-30,83,-1,370,Ana Rojas,cliente@mail.cl,Hombre,-5,Antofagasta,Araucanía,App,Maquillaje,Tecnología,15000,3,0.1
1132,2023-12-12,60,-1,175,María González,user@gmail.com,Hombre,-5,Valparaíso,Biobío,App,Perfume,,-1000,2,1.5
1133,2023-10-29,44,1,319,María González,user@gmail.com,,25,Talca,Metropolitana,,Maquillaje,Tecnología,15000,-1,0
1134,2023-12-29,11,5,76,Juan Pérez,sin_email,Hombre,35,Talca,Antofagasta,CallCenter,Perfume,,35000,3,0.05
1135,2023-08-06,66,1,495,María González,sin_email,Hombre,35,Valparaíso,Biobío,CallCenter,Maquillaje,,750000,100,
1136,2023-05-21,47,10,461,Luis Díaz,cliente@mail.cl,Hombre,60,Santiago,Biobío,Tienda,Notebook,,35000,3,
1137,2023-04-14,73,10,114,Juan Pérez,correo@,X,45,Talca,Metropolitana,App,Maquillaje,,99999999,-1,
1138,2023-07-29,85,2,111,Carlos Soto,user@gmail.com,,60,,Biobío,App,Lavadora,Tecnología,700000,100,0.5
1139,2023-04-21,88,-1,249,Juan Pérez,cliente@mail.cl,Hombre,,,Antofagasta,,Notebook,Tecnología,700000,3,1.5
1140,2023-04-14,98,2,439,María González,user@gmail.com,,18,Valparaíso,Metropolitana,Tienda,Perfume,Tecnología,99999999,3,1.5
1141,2023-11-12,86,0,203,Carlos Soto,correo@,X,150,Temuco,Antofagasta,Web,Notebook,Electrohogar,700000,2,0.1
1142,2023-06-20,3,10,147,María González,user@gmail.com,Hombre,60,Antofagasta,,Web,Lavadora,,700000,3,0
1143,2023-12-22,76,2,35,Luis Díaz,sin_email,,,Talca,Biobío,Tienda,Perfume,,-1000,-1,-0.2
1144,2023-11-20,92,1,487,Ana Rojas,,Mujer,25,Antofagasta,Metropolitana,CallCenter,Perfume,,750000,1,1.5
1145,2023-05-13,30,-1,309,Juan Pérez,sin_email,X,45,Santiago,Antofagasta,Web,Perfume,,750000,1,0.05
1146,2023-10-20,90,-1,26,,correo@,Hombre,25,Valparaíso,Metropolitana,Web,Maquillaje,,35000,1,0.1
1147,2023-11-24,21,5,238,Luis Díaz,user@gmail.com,X,150,Santiago,Antofagasta,App,Notebook,Tecnología,99999999,-1,1.5
1148,2023-05-07,28,1,14,Juan Pérez,cliente@mail.cl,,,Santiago,,Tienda,Maquillaje,Electrohogar,15000,1,1.5
1149,2023-04-16,90,5,374,Ana Rojas,sin_email,,18,Antofagasta,Antofagasta,Tienda,Maquillaje,,35000,2,0.1
1150,2023-04-02,62,2,45,Ana Rojas,cliente@mail.cl,X,45,Antofagasta,Metropolitana,Web,Perfume,Tecnología,35000,-1,0.1
1151,2023-10-14,33,50,428,Luis Díaz,cliente@mail.cl,,-5,Talca,Araucanía,CallCenter,Maquillaje,Belleza,35000,100,0.5
1152,2023-02-20,85,0,216,,correo@,Hombre,35,Talca,Antofagasta,CallCenter,Perfume,,35000,-1,1.5
1153,2023-01-29,35,1,233,Carlos Soto,cliente@mail.cl,,60,Antofagasta,,App,,,750000,-1,-0.2
1154,2023-10-23,52,1,193,Carlos Soto,user@gmail.com,Otro,,Valparaíso,Biobío,Tienda,Perfume,Belleza,15000,3,0.05
1155,2023-10-24,34,1,51,Carlos Soto,correo@,Hombre,25,,Biobío,Web,Notebook,Tecnología,35000,3,0
1156,2023-08-02,41,5,427,María González,sin_email,Hombre,18,Temuco,Antofagasta,App,Notebook,,750000,3,0
1157,2023-09-24,51,2,375,Juan Pérez,sin_email,Hombre,35,Valparaíso,Antofagasta,Tienda,Lavadora,Electrohogar,35000,0,-0.2
1158,2023-09-14,47,1,214,Juan Pérez,sin_email,,60,Santiago,Araucanía,Tienda,Lavadora,Belleza,700000,2,0.1
1159,2023-10-29,82,50,151,María González,user@gmail.com,Mujer,35,Temuco,Biobío,App,Maquillaje,Electrohogar,35000,-1,0.1
1160,2023-04-11,58,1,440,Luis Díaz,,,60,Talca,Biobío,Tienda,Notebook,Electrohogar,99999999,-1,0.1
1161,2023-12-12,75,-1,275,Luis Díaz,cliente@mail.cl,Mujer,,Temuco,Metropolitana,CallCenter,Lavadora,Electrohogar,99999999,3,1.5
1162,2023-04-20,57,0,338,Ana Rojas,sin_email,,-5,Antofagasta,Antofagasta,Tienda,Maquillaje,Tecnología,35000,-1,0.1
1163,2023-07-01,23,-1,76,Juan Pérez,cliente@mail.cl,X,45,Valparaíso,,Web,Lavadora,Tecnología,-1000,100,0.1
1164,2023-11-09,48,-1,439,Luis Díaz,sin_email,,,Santiago,,Tienda,Perfume,,700000,-1,1.5
1165,2023-01-01,22,0,220,Juan Pérez,cliente@mail.cl,,35,,Araucanía,Tienda,Notebook,Electrohogar,15000,1,1.5
1166,2023-11-15,17,50,348,María González,user@gmail.com,Mujer,35,Temuco,Antofagasta,Tienda,Lavadora,Tecnología,35000,100,-0.2
1167,2023-02-24,69,2,444,,sin_email,Mujer,35,Valparaíso,Antofagasta,Tienda,Lavadora,,15000,100,0.5
1168,2023-05-29,11,-1,187,Luis Díaz,sin_email,Otro,45,Santiago,,CallCenter,Perfume,Tecnología,700000,-1,1.5
1169,2023-11-05,94,2,289,Carlos Soto,sin_email,X,18,Temuco,Biobío,CallCenter,Notebook,,35000,0,0.05
1170,2023-05-17,15,-1,403,Ana Rojas,user@gmail.com,Mujer,60,,,Web,Perfume,,-1000,3,0.1
1171,2023-07-21,91,10,28,Luis Díaz,correo@,X,,Talca,Metropolitana,App,Notebook,,750000,2,0.5
1172,2023-11-09,35,0,379,María González,correo@,Otro,,Santiago,Biobío,App,Lavadora,Electrohogar,-1000,2,0
1173,2023-04-27,33,-1,180,,cliente@mail.cl,Mujer,-5,,,Web,Notebook,Electrohogar,-1000,1,-0.2
1174,2023-06-03,84,10,253,Ana Rojas,cliente@mail.cl,Mujer,35,Antofagasta,Biobío,Tienda,Notebook,Tecnología,750000,2,0.5
1175,2023-10-18,16,5,126,Carlos Soto,sin_email,,150,Temuco,Antofagasta,Tienda,Maquillaje,Electrohogar,750000,2,1.5
1176,2023-03-04,34,10,177,Ana Rojas,sin_email,Hombre,,Talca,Antofagasta,Tienda,Perfume,Belleza,99999999,3,0.1
1177,2023-09-01,66,1,37,Carlos Soto,cliente@mail.cl,Mujer,45,Talca,,Web,Perfume,,750000,3,0.1
1178,2023-01-25,99,-1,410,Carlos Soto,sin_email,Hombre,18,Santiago,,CallCenter,Notebook,Tecnología,35000,0,0.1
1179,2023-03-31,40,10,99,María González,user@gmail.com,,,,,Web,Notebook,Tecnología,15000,1,0.5
1180,2023-03-16,28,2,98,Carlos Soto,,Otro,60,Temuco,Antofagasta,,Perfume,,99999999,2,0.1
1181,2023-10-21,47,5,127,Juan Pérez,sin_email,Mujer,45,Talca,Biobío,CallCenter,,Tecnología,99999999,0,1.5
1182,2023-07-29,39,50,483,Luis Díaz,cliente@mail.cl,Hombre,-5,Valparaíso,Araucanía,Tienda,Perfume,Belleza,15000,1,0.5
1183,2023-12-13,70,-1,168,Ana Rojas,sin_email,,-5,Valparaíso,Araucanía,CallCenter,Perfume,,99999999,100,0.1
1184,2023-01-17,73,1,80,Luis Díaz,user@gmail.com,Hombre,60,Valparaíso,,Web,Maquillaje,,750000,2,0
1185,2023-05-08,20,50,294,,correo@,Mujer,35,,Metropolitana,App,Lavadora,Electrohogar,-1000,2,0
1186,2023-12-30,1,10,333,,cliente@mail.cl,,-5,Antofagasta,Biobío,Tienda,Lavadora,,700000,3,0.05
1187,2023-09-08,72,50,126,María González,cliente@mail.cl,,18,,,,Notebook,Belleza,750000,-1,0.1
1188,2023-06-28,87,50,343,Luis Díaz,,Otro,45,Valparaíso,Araucanía,App,Notebook,Electrohogar,-1000,1,0.1
1189,2023-07-01,63,5,310,María González,cliente@mail.cl,Hombre,,Santiago,Antofagasta,App,Perfume,Tecnología,-1000,2,0.5
1190,2023-06-01,67,50,150,Ana Rojas,correo@,Hombre,18,Temuco,Metropolitana,Tienda,Notebook,Tecnología,99999999,1,0.5
1191,2023-01-25,4,50,16,Juan Pérez,user@gmail.com,,35,Antofagasta,,App,Lavadora,Tecnología,35000,0,
1192,2023-06-29,58,-1,28,,cliente@mail.cl,Otro,18,Antofagasta,,,Lavadora,Electrohogar,35000,0,0.1
1193,2023-07-17,25,5,496,Luis Díaz,,Hombre,18,Santiago,Araucanía,Tienda,Notebook,Belleza,99999999,-1,0.05
1194,2023-12-10,47,1,419,Ana Rojas,cliente@mail.cl,Otro,25,Antofagasta,Araucanía,,Lavadora,Electrohogar,99999999,2,0.1
1195,2023-06-10,38,10,444,María González,cliente@mail.cl,Hombre,18,Santiago,Biobío,Tienda,Maquillaje,Belleza,15000,3,1.5
1196,2023-06-26,15,5,173,Ana Rojas,correo@,,60,Santiago,,App,Lavadora,Electrohogar,15000,2,0.5
1197,2023-10-12,63,5,46,María González,user@gmail.com,Hombre,45,Talca,,Web,Maquillaje,Belleza,700000,1,0.1
1198,2023-03-04,21,0,328,Luis Díaz,user@gmail.com,Otro,25,Temuco,,CallCenter,Maquillaje,Electrohogar,700000,100,0.5
1199,2023-05-30,99,5,236,María González,correo@,,45,Antofagasta,Araucanía,Tienda,Lavadora,Electrohogar,700000,0,0.1
1200,2023-06-03,57,0,439,Carlos Soto,cliente@mail.cl,Hombre,45,Talca,Araucanía,App,Notebook,Belleza,700000,1,-0.2
1201,2023-06-05,53,10,214,,sin_email,,35,Temuco,Biobío,Web,Perfume,,-1000,-1,0.5
1202,2023-02-18,46,50,85,,,Hombre,35,Temuco,,CallCenter,,,-1000,0,0.05
1203,2023-12-03,14,-1,282,Luis Díaz,sin_email,Mujer,25,Santiago,Biobío,App,Notebook,Electrohogar,15000,3,-0.2
1204,2023-03-25,76,-1,232,Luis Díaz,correo@,Mujer,-5,Temuco,Biobío,Tienda,,,35000,0,1.5
1205,2023-12-27,17,10,85,María González,sin_email,Hombre,150,Santiago,Antofagasta,CallCenter,Notebook,Electrohogar,99999999,100,0.1
1206,2023-06-26,39,10,409,,,X,35,Valparaíso,,CallCenter,Perfume,Electrohogar,35000,2,
